# MKBOXPRO + STEVAL-MKI242A 

time[us],vAFE[mV]
306246305,75.026
306250811,76.205
306255329,75.385
306258964,73.077
306263475,75.128
306267107,75.641
306271627,75.077
306276149,72.923
306278892,72.923
306280015,74.308
306283670,75.538
306286412,75.538
306288333,75.641
306292851,73.128
306296485,73.692
306301009,75.231
306304640,74.205
306309160,71.846
306313686,72.923
306317317,75.385
306321827,74.564
306325449,71.846
306329951,73.282
306334464,74.615
306338095,74.000
306342614,71.436
306346247,72.564
306350767,74.615
306355286,74.359
306358921,70.821
306363419,73.179
306367028,74.154
306371549,73.282
306375181,71.179
306379901,72.103
306384423,74.308
306388056,72.718
306392555,71.179
306396189,72.410
306400708,73.333
306405228,72.359
306408862,70.513
306410689,70.513
306413420,72.103
306417033,73.795
306419777,73.795
306421696,71.949
306425326,69.590
306429849,70.974
306434386,71.897
306438018,72.359
306442527,69.487
306447032,71.231
306450664,73.333
306455183,72.103
306458814,70.103
306463324,70.872
306467845,72.615
306471479,72.154
306475329,69.333
306479851,69.590
306484388,72.256
306488020,71.385
306492527,69.179
306497022,70.154
306500654,72.359
306505174,70.615
306508806,68.718
306511526,68.718
306513349,70.000
306517852,71.026
306521486,70.974
306526010,69.128
306529641,70.256
306534162,70.974
306538684,70.718
306542316,68.462
306546835,69.487
306550456,70.256
306553174,70.256
306555085,70.256
306556053,70.256
306558958,69.231
306563475,68.513
306567108,69.846
306568047,69.846
306571891,70.821
306575522,68.308
306580028,67.641
306584525,70.256
306588157,70.103
306592677,67.487
306596308,67.436
306600804,69.282
306605324,68.564
306608959,67.538
306612581,67.538
306613491,66.462
306617125,68.974
306621645,69.487
306626168,67.333
306629801,66.513
306634308,68.462
306637912,68.154
306642412,65.949
306646935,66.308
306650567,68.564
306655080,68.205
306658714,65.949
306663235,66.205
306664176,66.205
306667104,68.103
306671624,67.641
306676147,65.282
306679780,65.897
306684273,67.949
306687001,67.949
306688014,68.410
306692548,65.846
306696173,65.487
306700693,67.282
306705214,68.308
306708845,64.564
306713343,64.769
306717854,67.231
306721488,67.231
306726012,66.103
306729644,64.462
306734163,66.462
306738685,67.077
306742316,64.872
306746827,64.718
306750453,66.205
306754952,66.718
306759464,63.590
306760404,63.590
306763359,64.821
306766973,66.308
306771492,66.923
306776014,64.256
306779646,63.692
306784170,66.051
306787801,66.308
306792323,64.462
306796832,63.590
306800464,65.487
306804977,66.308
306809480,63.641
306813113,63.128
306814941,63.128
306817654,64.974
306820397,64.974
306821437,65.795
306825942,63.641
306829567,62.769
306834087,65.077
306838607,66.513
306842239,63.436
306846733,62.615
306850352,64.051
306854874,66.410
306857591,66.410
306858714,62.308
306863236,60.923
306867756,63.949
306871390,66.000
306875894,63.385
306879501,61.795
306884020,63.590
306888543,65.795
306892175,61.333
306896678,61.179
306900310,63.231
306904832,64.923
306909355,61.282
306912987,61.179
306915706,61.179
306917501,62.718
306921133,64.462
306925653,62.205
306930173,59.949
306933804,62.667
306938298,64.718
306942819,62.205
306946453,60.821
306950968,62.410
306953712,62.410
306954942,64.103
306959474,61.487
306963106,59.128
306967626,62.051
306971260,64.410
306975781,61.231
306980302,58.462
306983936,61.949
306988445,64.872
306992077,61.897
306996596,58.154
307001119,61.692
307004751,64.000
307009259,61.487
307012873,57.487
307016506,57.487
307017415,60.462
307021963,63.897
307025594,61.077
307030114,56.974
307033749,60.154
307038269,64.462
307042789,60.564
307046422,57.026
307050028,57.026
307051151,59.949
307054784,63.897
307059278,61.333
307062890,56.256
307067395,59.897
307071919,64.154
307075550,61.179
307080052,55.385
307083687,59.333
307086430,59.333
307088360,64.769
307091974,60.462
307096493,54.769
307101017,59.795
307104648,63.538
307109171,60.564
307112802,55.590
307117323,59.077
307121835,63.436
307125456,60.256
307129959,55.590
307134464,58.923
307138095,61.949
307142612,59.077
307146245,55.795
307150977,58.923
307154608,61.795
307159128,59.692
307163650,54.769
307167281,58.359
307171787,62.513
307175389,58.615
307179896,55.641
307184418,58.308
307188049,61.026
307192547,58.154
307196183,55.795
307200702,58.256
307205221,61.487
307208851,57.949
307213350,55.333
307217124,58.000
307218979,58.000
307219887,58.000
307221816,60.564
307225440,57.949
307229962,55.077
307234467,58.308
307238099,59.590
307242618,56.564
307246468,55.692
307250981,58.256
307254613,59.897
307259133,56.513
307263656,55.846
307267287,58.410
307271791,58.872
307275414,55.590
307279915,56.154
307284438,58.359
307288069,56.308
307292582,55.282
307296217,57.026
307300737,58.513
307305257,56.769
307308891,54.359
307313390,57.179
307317002,58.615
307319747,58.615
307321544,55.590
307326064,53.077
307329696,58.513
307334200,58.872
307337832,54.821
307339662,54.821
307342586,52.615
307346220,58.513
307350739,58.923
307353483,58.923
307354495,54.359
307359018,51.538
307363540,59.436
307367174,58.154
307371676,53.231
307375307,51.846
307379829,59.128
307384327,57.487
307387959,51.795
307392456,51.436
307396964,59.897
307400595,59.128
307405116,51.436
307408751,51.128
307413269,59.641
307417789,58.000
307420507,58.000
307421443,51.077
307425939,50.462
307429561,60.051
307434081,57.949
307435936,57.949
307437947,49.436
307442480,49.590
307446980,60.205
307450611,58.359
307455131,49.538
307458766,49.897
307463286,60.256
307467807,57.692
307471441,48.615
307475939,48.769
307479561,61.231
307484081,58.513
307486824,58.513
307487836,49.487
307492384,48.000
307496908,61.846
307500539,58.872
307505048,47.744
307508673,47.436
307513192,61.744
307517711,58.205
307521341,46.513
307525843,47.179
307529464,62.000
307532208,62.000
307534222,57.744
307537855,46.000
307542377,46.513
307546898,62.000
307550530,58.462
307555028,45.795
307555970,45.795
307558876,46.359
307563374,62.256
307566982,57.436
307571501,43.897
307576024,45.333
307579656,62.872
307584174,59.077
307587805,44.872
307592328,45.744
307596828,63.179
307600449,59.128
307604952,44.205
307609464,43.641
307613096,64.000
307617616,59.641
307620332,59.641
307621373,41.692
307622312,41.692
307625895,43.282
307628613,43.282
307629736,66.974
307634233,60.667
307637853,38.974
307642376,41.385
307646898,68.667
307650531,61.385
307655038,35.949
307658670,38.769
307663190,70.308
307667708,61.897
307671342,35.077
307675843,38.872
307679464,71.897
307683984,62.359
307688505,33.641
307692138,37.436
307696658,71.846
307700290,62.872
307704812,33.077
307709307,37.077
307712913,73.795
307717408,62.410
307721931,32.308
307723787,32.308
307724695,32.308
307725846,35.436
307729466,75.487
307733987,65.487
307738508,29.179
307742141,32.513
307746661,82.154
307750291,70.000
307753009,70.000
307754938,23.538
307758581,24.564
307763102,343.795
307767622,419.282
307771256,-52.872
307775775,-419.282
307780293,398.154
307783927,419.282
307788438,-128.974
307792060,-419.282
307796580,417.744
307801100,419.282
307804731,-413.026
307809231,-419.282
307812852,419.282
307817375,419.282
307821898,-419.282
307824862,-419.282
307825770,-419.282
307830292,419.282
307833926,419.282
307838439,-419.077
307842061,-419.282
307846582,419.282
307851102,419.282
307854733,-413.949
307859240,-419.282
307862852,419.282
307867375,419.282
307871898,-411.949
307875528,-419.282
307880028,419.282
307883635,419.282
307886378,419.282
307888278,-400.154
307891930,-419.282
307896453,419.282
307900966,419.282
307904597,-244.769
307909118,-419.282
307912750,364.513
307917272,419.282
307918212,419.282
307921134,354.974
307925654,-409.846
307930178,58.718
307933809,62.615
307938322,-17.179
307941954,9.436
307946476,99.231
307950990,69.333
307954622,-9.538
307959141,14.205
307962772,107.538
307967294,67.128
307971807,-214.154
307975411,-419.282
307979915,412.256
307984438,419.282
307988069,-389.487
307992582,-419.282
307996216,419.282
308000736,419.282
308005256,-413.641
308008891,-419.282
308013395,419.282
308014334,419.282
308017264,419.282
308019981,419.282
308021884,-417.692
308025518,-419.282
308026460,-419.282
308030048,419.282
308033676,419.282
308038195,-398.923
308042713,-419.282
308046344,393.897
308050843,419.282
308054464,-41.077
308058984,-419.282
308063505,351.026
308067137,419.282
308071657,179.436
308075289,-17.282
308079813,123.077
308084308,72.718
308087912,-13.128
308092411,14.103
308096934,96.308
308100565,63.590
308105077,3.590
308108711,20.410
308110537,20.410
308113493,81.538
308117124,60.103
308121644,13.385
308125276,20.923
308127995,20.923
308129820,81.026
308134328,76.667
308137950,414.462
308142462,-419.282
308146078,399.487
308150598,419.282
308153332,419.282
308155233,-361.077
308158878,-419.282
308163373,419.282
308166977,419.282
308171495,-416.718
308176008,-419.282
308179639,419.282
308184159,419.282
308187792,-419.282
308192314,-419.282
308196809,419.282
308200412,419.282
308204918,-419.282
308207636,-419.282
308208774,-419.282
308213288,419.282
308216921,419.282
308221442,-419.282
308225939,-419.282
308228679,-419.282
308229587,419.282
308234109,419.282
308237739,-419.282
308242259,-419.282
308246766,419.282
308249490,419.282
308250536,419.282
308255085,-419.282
308258719,-419.282
308263240,419.282
308267760,419.282
308271394,-341.641
308275892,-419.282
308279511,68.615
308284032,419.282
308286776,419.282
308287788,349.077
308292327,-419.282
308296827,-57.744
308300448,419.282
308304064,419.282
308305186,373.846
308308826,-419.282
308313323,284.615
308316954,419.282
308321476,-59.231
308325996,-419.282
308329628,370.051
308334152,419.282
308337784,-186.872
308342305,-419.282
308346807,386.821
308350411,419.282
308354916,-330.667
308358549,-419.282
308363070,419.282
308367591,419.282
308371225,-400.410
308375745,-419.282
308380264,419.282
308383898,419.282
308388392,-405.179
308392002,-419.282
308396522,419.282
308400155,419.282
308404896,-397.179
308409418,-419.282
308413050,418.769
308417547,419.282
308420266,419.282
308421306,97.846
308425812,-419.282
308429442,-65.846
308430382,-65.846
308434007,28.205
308438529,-6.410
308442162,15.026
308446675,61.231
308450306,43.436
308454829,11.231
308459328,19.641
308462960,53.077
308467454,40.308
308471076,14.821
308475596,19.641
308480116,49.385
308483752,38.872
308488272,16.205
308491904,21.179
308496427,47.385
308500278,39.026
308504802,16.718
308509307,18.974
308512911,51.179
308517408,44.205
308521043,9.641
308525563,-419.282
308530085,258.615
308531915,258.615
308533731,419.282
308538250,-410.103
308541881,-419.282
308546404,419.282
308550900,419.282
308553615,419.282
308554626,-419.282
308555565,-419.282
308559373,-419.282
308563005,419.282
308567504,419.282
308571113,-419.282
308575633,-419.282
308580153,419.282
308583787,419.282
308588291,-419.282
308591923,-419.282
308592862,-419.282
308596696,419.282
308600328,419.282
308604851,-419.282
308609397,-419.282
308613029,419.282
308617527,419.282
308621144,-419.282
308625663,-419.282
308630183,-331.077
308632897,-331.077
308633833,-25.487
308638343,-26.769
308641964,1.744
308646481,54.154
308650995,33.333
308654628,-3.436
308659147,8.410
308662779,45.846
308667300,32.000
308671808,2.872
308675411,9.282
308679916,46.051
308683549,33.744
308686292,33.744
308688193,-3.744
308689145,-3.744
308692073,3.282
308696593,61.744
308700225,419.282
308704745,17.949
308709262,-419.282
308712876,419.282
308717394,419.282
308721919,-416.821
308725550,-419.282
308730048,419.282
308733672,419.282
308738196,-419.282
308742716,-419.282
308746347,419.282
308750843,419.282
308754463,-419.282
308758982,-419.282
308763503,419.282
308767135,419.282
308771654,-419.282
308775286,-419.282
308779810,419.282
308784307,419.282
308786135,419.282
308788146,-413.949
308792684,-419.282
308796315,-32.513
308800827,7.692
308804457,-31.077
308808980,-13.641
308813501,31.385
308817133,12.103
308819877,12.103
308821780,-16.718
308825402,-10.769
308829907,24.410
308833541,11.333
308834481,11.333
308838083,-14.513
308842594,-7.077
308846229,20.615
308850749,9.538
308854380,-13.641
308858903,-8.462
308863397,21.333
308867002,11.846
308871522,-18.513
308876046,-14.821
308879677,33.077
308882402,33.077
308883528,297.282
308888050,-57.897
308892547,-419.282
308896173,419.282
308900693,419.282
308905213,-419.282
308908844,-419.282
308913343,419.282
308916965,419.282
308921483,-419.282
308925997,-419.282
308929628,419.282
308934147,419.282
308936003,419.282
308937799,-419.282
308942348,-419.282
308946884,419.282
308950516,419.282
308953234,419.282
308955158,-419.282
308958818,-419.282
308963323,419.282
308966955,419.282
308971476,-419.282
308975988,-419.282
308978732,-419.282
308979855,313.795
308984399,419.282
308988032,380.103
308992527,60.769
308996134,57.692
309000654,23.641
309005174,-20.769
309008806,-5.333
309013310,34.256
309016941,17.641
309021463,-17.538
309025976,-4.974
309029608,31.538
309034128,18.718
309036871,18.718
309037780,-16.154
309042324,-9.692
309046828,40.667
309050449,419.282
309054951,43.795
309058576,-419.282
309063096,419.282
309067616,419.282
309071248,-419.282
309075768,-419.282
309079620,419.282
309084139,419.282
309086883,419.282
309087895,-419.282
309092433,-419.282
309096067,419.282
309100586,419.282
309105099,-419.282
309108734,-419.282
309113254,419.282
309116889,419.282
309121411,-419.282
309125929,-419.282
309129556,419.282
309134077,419.282
309137709,-419.282
309142234,-419.282
309146733,-116.000
309150353,-3.487
309154876,-32.615
309159396,-7.385
309163028,37.590
309167528,19.026
309171138,-14.564
309172077,-14.564
309175873,-1.949
309179486,30.769
309184007,18.769
309188530,-11.077
309192162,-1.231
309196675,27.897
309200306,16.923
309204829,-8.872
309209328,-1.385
309212950,30.000
309217452,19.641
309220171,19.641
309221183,-13.385
309225703,-8.974
309230222,40.564
309233853,266.974
309238370,290.923
309241979,-419.282
309246498,419.282
309251022,419.282
309254654,-419.282
309259175,-419.282
309262807,419.282
309267329,419.282
309268268,419.282
309271201,-419.282
309275720,-419.282
309279351,419.282
309283874,419.282
309286592,419.282
309288555,-419.282
309292186,-419.282
309296690,419.282
309300321,419.282
309304843,-419.282
309309355,-419.282
309312988,419.282
309317481,419.282
309321091,-419.282
309325611,-419.282
309330131,419.282
309333766,419.282
309338286,-419.282
309339226,-419.282
309341939,-419.282
309346484,419.282
309350999,419.282
309352827,419.282
309353814,419.282
309354772,178.103
309359272,12.103
309362890,35.590
309364720,35.590
309367648,1.128
309371306,-33.077
309375811,-20.769
309379441,9.949
309383963,-4.615
309388475,-26.872
309392108,-20.410
309396628,5.846
309400258,-5.077
309404781,-24.923
309409285,-19.333
309412890,1.333
309417395,-7.692
309421030,-22.154
309425550,-19.641
309430048,0.205
309433674,-7.179
309438194,-21.128
309440937,-21.128
309441846,-18.513
309446360,-1.538
309450870,-8.359
309454483,-19.846
309459004,-17.026
309460859,-17.026
309462870,-4.821
309467399,-8.256
309471035,-18.359
309475555,-17.026
309480048,-1.128
309483675,-8.051
309486417,-8.051
309488337,-17.538
309491965,-15.333
309496484,-5.846
309501001,-8.718
309504633,-17.436
309509153,-16.359
309512785,-3.077
309517306,-8.205
309521817,-16.718
309525439,-15.590
309529951,-4.256
309533576,-7.590
309538096,-16.154
309541727,-16.154
309542635,-14.359
309546294,-0.718
309550799,-6.615
309554430,-15.077
309556286,-15.077
309557386,-15.077
309558537,-15.436
309563059,-4.667
309567581,-8.000
309571217,-16.410
309575737,-14.974
309579368,-3.744
309583892,-10.051
309588384,-15.795
309592002,-14.769
309596522,-6.308
309600156,-8.410
309604679,-15.590
309609182,-14.410
309612814,-3.436
309617338,-8.769
309620071,-8.769
309621085,-13.744
309625608,-13.641
309630118,-2.154
309633753,-5.282
309638272,-16.154
309641905,-16.308
309642845,-16.308
309646473,-4.974
309650985,-9.026
309653718,-9.026
309654842,-15.897
309659356,-14.667
309662989,-3.026
309667482,-8.000
309671089,-16.359
309675609,-15.692
309680119,-1.949
309683754,-6.410
309688273,-15.795
309691905,-14.872
309696427,-3.282
309700939,-8.051
309704565,-16.923
309709085,-15.538
309712717,-2.410
309717236,-8.051
309721731,-16.308
309725352,-15.538
309729876,-2.359
309733508,-6.513
309738028,-16.821
309742528,-16.359
309743470,-16.359
309746174,-1.128
309750694,-6.872
309752741,-6.872
309753720,-6.872
309754678,-16.615
309759182,-13.949
309762813,-4.615
309767336,-7.179
309771831,-14.923
309775451,-14.667
309779952,-2.667
309783576,-8.103
309788096,-14.769
309792616,-14.718
309796249,-3.692
309800770,-6.462
309804400,-15.333
309808922,-14.000
309813419,-6.462
309817022,-8.154
309821543,-16.000
309825175,-15.538
309829695,-3.487
309834190,-9.795
309837823,-14.667
309842346,-13.692
309844193,-13.692
309846017,-4.718
309846957,-4.718
309850775,-8.410
309854406,-15.538
309858931,-14.051
309863442,-1.641
309867065,-3.846
309871585,-16.359
309875217,-15.538
309879737,-2.051
309884233,-4.103
309886076,-4.103
309887036,-4.103
309887995,-15.128
309892527,-13.179
309896143,-1.641
309900663,-6.051
309905184,-17.128
309908813,-14.410
309913323,-3.487
309916956,-6.513
309921478,-16.256
309925994,-14.615
309929626,-3.897
309934147,-7.077
309937780,-16.667
309942302,-13.795
309943242,-13.795
309945264,-13.795
309946192,-4.615
309950712,-6.256
309954342,-16.410
309958865,-14.513
309963370,-2.718
309966985,-4.103
309971505,-16.000
309976018,-14.462
309979650,1.436
309984173,-5.949
309987805,-14.974
309992328,-14.000
309996831,-3.949
310000459,-6.974
310004956,-15.590
310008575,-14.564
310013094,-2.308
310017614,-8.103
310019442,-8.103
310020401,-8.103
310021389,-16.359
310025885,-15.231
310029511,-1.231
310034032,-5.077
310037664,-15.949
310039490,-15.949
310042399,-13.333
310046035,-0.769
310046974,-0.769
310050575,-6.821
310055089,-16.410
310058713,-13.026
310063233,-6.359
310066865,-9.333
310071382,-14.615
310075878,-14.051
310079490,-3.590
310084009,-7.641
310087641,-15.077
310092164,-13.744
310096675,-3.744
310100306,-7.385
310104829,-15.590
310109327,-12.103
310112950,-3.897
310117452,-6.718
310121076,-13.641
310125596,-12.462
310130108,-2.923
310133732,-6.256
310136474,-6.256
310138513,-16.000
310142146,-12.923
310146669,-0.872
310147608,-0.872
310150320,-6.205
310153063,-6.205
310154991,-15.538
310158642,-13.590
310163163,-0.308
310166795,-2.667
310171312,-14.974
310175832,-14.256
310179463,-2.154
310183982,-5.487
310188503,-16.615
310192136,-13.385
310196656,-0.872
310200288,-5.538
310204810,-15.333
310209307,-13.641
310212912,-1.538
310217416,-4.154
310221049,-14.974
310225569,-14.051
310230082,-2.923
310232801,-2.923
310233949,-3.538
310238463,-15.487
310242095,-12.462
310246613,-2.923
310248468,-2.923
310250264,-7.077
310254813,-15.128
310259309,-13.436
310262917,-2.923
310267412,-4.154
310271047,-15.026
310275567,-14.154
310280080,-2.410
310283713,-3.282
310286454,-3.282
310288372,-14.154
310292003,-13.231
310296522,-3.538
310300155,-8.564
310304677,-15.487
310309182,-13.590
310312812,-0.359
310317336,-5.744
310320952,-14.769
310322780,-14.769
310325632,-12.615
310329262,-0.718
310334002,-5.590
310337633,-14.359
310342156,-12.769
310346674,-4.308
310349417,-4.308
310350325,-6.410
310354873,-15.128
310358506,-14.051
310363028,0.667
310367527,-6.821
310371134,-15.795
310375655,-11.846
310379286,-0.256
310383781,-7.590
310388286,-15.231
310391919,-12.974
310396442,-4.103
310400949,-8.667
310404571,-16.051
310409091,-12.718
310412722,-0.769
310417241,-4.718
310419975,-4.718
310420990,-14.564
310425501,-12.462
310429356,-0.513
310433879,-4.821
310438373,-15.436
310441977,-13.179
310446495,-4.103
310450116,-7.744
310454633,-14.872
310459152,-13.795
310462785,0.513
310467307,-7.487
310471812,-14.821
310475434,-12.051
310479941,-4.359
310483575,-4.256
310488094,-16.308
310492614,-12.769
310496248,0.564
310500767,-6.205
310504398,-15.333
310508920,-13.179
310513418,0.564
310517022,-5.897
310521541,-15.385
310525373,-12.359
310529895,-2.974
310533528,-4.051
310538049,-16.103
310542547,-13.538
310546183,0.462
310550701,-7.949
310551640,-7.949
310553465,-7.949
310554477,-15.949
310556334,-15.949
310559228,-13.641
310562853,-2.051
310567376,-6.923
310571010,-14.103
310575528,-13.949
310580037,-0.308
310583661,-6.359
310588180,-14.359
310591811,-13.128
310596325,-2.103
310600834,-5.436
310604464,-14.718
310608983,-13.179
310612613,-2.923
310617133,-5.179
310618072,-5.179
310621028,-16.821
310625547,-11.282
310630048,0.256
310633673,-5.744
310638192,-14.667
310641823,-13.538
310646334,-3.744
310650852,-8.205
310652679,-8.205
310654484,-14.410
310659007,-13.949
310662639,-0.872
310667162,-4.205
310671675,-14.872
310675306,-13.333
310679829,-0.103
310683447,-6.821
310686191,-6.821
310688092,-14.615
310692641,-12.359
310696275,-0.872
310700787,-5.897
310704417,-14.359
310708941,-14.256
310713443,0.103
310714382,0.103
310717311,-7.949
310721808,-13.795
310725421,-11.077
310729942,0.974
310733576,-5.231
310738096,-14.462
310742616,-10.513
310746249,-3.333
310750769,-5.590
310753512,-5.590
310754420,-14.769
310758944,-13.590
310763440,-0.872
310767071,-6.000
310771590,-14.564
310775222,-11.385
310779745,-1.179
310784258,-5.949
310787865,-16.000
310792386,-12.462
310796022,-0.718
310800541,-6.923
310805049,-13.949
310808673,-12.462
310811416,-12.462
310813456,0.923
310817088,-7.282
310819833,-7.282
310821735,-12.256
310825355,-10.667
310829878,-0.410
310833511,-7.538
310838033,-14.923
310842527,-13.795
310846134,-3.692
310850655,-6.769
310854276,-14.769
310858782,-13.179
310863286,0.974
310866918,-6.205
310871440,-15.385
310875939,-12.154
310879561,0.256
310884081,-5.282
310887712,-15.077
310892231,-11.436
310896740,-2.718
310900353,-6.872
310904876,-15.487
310907593,-15.487
310908716,-10.513
310913238,0.051
310916870,-4.872
310921390,-14.103
310925884,-12.205
310929511,-0.359
310934032,-3.897
310937664,-14.923
310942183,-11.692
310946687,-0.154
310950318,-5.026
310953037,-5.026
310954965,-13.692
310955934,-13.692
310958644,-11.231
310963164,-2.564
310966796,-6.564
310971312,-13.436
310975834,-13.077
310979464,-0.667
310983984,-4.051
310987616,-16.513
310992137,-11.641
310996657,-1.538
311000289,-5.077
311003925,-5.077
311005047,-14.667
311008705,-7.795
311013225,-0.872
311016857,-3.744
311021372,-14.718
311025872,-12.103
311029485,-2.769
311034005,-7.231
311037636,-14.513
311042159,-11.385
311046675,-1.590
311050306,-5.385
311054829,-13.692
311056670,-13.692
311058494,-11.744
311063014,-0.821
311067526,-3.538
311071139,-14.513
311075659,-12.923
311079292,1.282
311083808,-5.692
311086527,-5.692
311088457,-13.077
311092089,-9.897
311096607,-0.718
311100238,-5.333
311104963,-14.718
311108579,-10.872
311113099,0.615
311117618,-6.256
311121252,-14.718
311125772,-10.872
311129403,-1.744
311133926,-7.026
311138439,-15.538
311142061,-10.410
311146581,0.564
311150212,-6.256
311154731,-14.000
311157460,-14.000
311159260,-10.513
311162874,-3.333
311167394,-5.436
311171030,-13.282
311175550,-11.333
311180048,0.051
311183673,-7.077
311188192,-14.308
311191824,-8.051
311196336,-2.205
311197276,-2.205
311200204,-4.872
311204733,-14.410
311209240,-11.846
311212852,-1.897
311217374,-5.436
311220092,-5.436
311221125,-14.359
311225647,-11.077
311229278,-1.026
311233781,-5.641
311238286,-12.718
311241919,-11.026
311246442,-1.436
311250939,-3.641
311254571,-12.667
311258204,-12.667
311259111,-11.487
311262744,-0.923
311267275,-4.667
311271770,-11.795
311275400,-10.410
311279904,-1.590
311283537,-3.897
311288058,-11.590
311292570,-9.077
311293512,-9.077
311296441,-2.462
311300940,-6.410
311304562,-8.923
311309082,-8.974
311312713,-3.846
311317233,-5.487
311321741,-9.385
311325354,-7.641
311329877,-5.692
311333511,-6.974
311338031,-9.795
311342527,-10.872
311346134,-6.205
311350654,-6.256
311353398,-6.256
311354409,-9.487
311358934,-10.308
311359874,-10.308
311362728,-6.205
311367275,-4.667
311371770,-8.615
311375400,-11.179
311379905,-5.128
311383539,-6.154
311388059,-9.436
311389889,-9.436
311391929,-7.538
311396454,-6.667
311400081,-5.077
311404597,-8.154
311409117,-6.308
311412749,-7.744
311417268,-6.308
311421769,-9.744
311425399,-6.974
311429905,-4.769
311433538,-7.590
311438057,-9.795
311442551,-4.821
311446177,-1.795
311450696,-5.179
311454327,-9.282
311458840,-10.667
311460667,-10.667
311463379,-7.282
311467001,-5.436
311471520,-10.513
311475150,-7.846
311479672,-5.128
311484175,-5.487
311486030,-5.487
311487207,-5.487
311488164,-10.923
311491820,-8.821
311496343,-3.744
311500852,-7.744
311504464,-8.000
311508984,-6.923
311512616,-4.359
311517137,-3.897
311521657,-6.718
311525289,-7.538
311529813,-4.615
311533420,-5.795
311537913,-8.769
311542418,-7.641
311546053,-2.256
311550572,-5.846
311555085,-8.308
311556027,-8.308
311558932,-6.103
311561659,-6.103
311562567,-4.308
311567115,-5.590
311571635,-9.897
311575266,-10.410
311579789,-2.205
311582514,-2.205
311583637,-2.513
311588159,-8.513
311591793,-5.179
311596312,-6.308
311600834,-7.436
311604464,-5.795
311608984,-8.821
311612616,-5.641
311617137,-5.744
311619881,-5.744
311620896,-8.564
311625403,-8.974
311629907,-5.590
311633541,-4.821
311638061,-9.846
311642574,-8.103
311646208,-1.282
311650728,-4.205
311654358,-8.462
311658881,-9.385
311662484,-9.385
311663394,-0.821
311667005,-0.769
311671524,-9.590
311675147,-7.026
311679669,-2.718
311683522,-1.692
311688043,-9.385
311692548,-9.333
311696183,-2.256
311700702,-2.615
311704333,-9.744
311708857,-6.000
311713369,-6.256
311716976,-5.231
311721495,-8.974
311725128,-10.718
311729640,-6.256
311734160,-4.615
311737793,-8.667
311742315,-10.359
311745939,-5.487
311750456,-6.564
311753199,-6.564
311754226,-8.821
311758746,-8.923
311763266,-2.872
311766902,-2.256
311771415,-10.308
311775920,-8.308
311779772,-3.128
311783387,-5.692
311787890,-9.128
311792395,-7.641
311796030,-1.077
311800551,-6.205
311805057,-9.846
311808681,-3.692
311813200,-3.538
311816832,-7.026
311821344,-8.513
311825854,-5.795
311829466,-2.821
311833987,-2.872
311837617,-9.744
311842140,-6.410
311846660,-1.282
311850291,-5.179
311854814,-8.462
311858420,-7.641
311862916,-3.333
311864747,-3.333
311867434,-6.205
311871068,-9.231
311872008,-9.231
311875807,-6.923
311879438,-2.410
311883960,-2.667
311886704,-2.667
311887715,-9.179
311892257,-8.256
311895882,-2.205
311900400,-4.564
311904905,-8.615
311908538,-6.872
311913057,-0.615
311917552,-1.744
311921187,-8.154
311925705,-5.897
311929338,-2.256
311933860,-4.462
311938374,-11.385
311941980,-9.590
311946498,1.077
311950131,-4.769
311954654,-11.128
311959174,-7.846
311962806,-2.359
311965524,-2.359
311967349,-3.744
311969203,-3.744
311971242,-10.051
311975762,-10.923
311979393,-4.513
311983916,-5.282
311988418,-9.846
311992023,-7.179
311996543,-1.487
312000166,0.410
312004685,-10.872
312009190,-9.282
312012821,0.308
312017342,-5.333
312020085,-5.333
312021100,-13.333
312025622,-9.641
312029246,-0.051
312033751,-4.872
312038269,-10.410
312041902,-10.410
312046414,-2.359
312050036,-3.333
312054559,-11.128
312059079,-7.590
312062711,-1.333
312065426,-1.333
312066577,-1.333
312067485,-4.974
312071134,-11.487
312075654,-8.000
312079276,-3.385
312083781,-6.462
312088286,-11.897
312091919,-10.769
312096442,-0.718
312100048,-4.308
312104560,-12.615
312109081,-9.692
312112712,-0.410
312117231,-0.974
312121741,-13.282
312125354,-7.538
312129878,0.205
312133512,-4.667
312138033,-15.026
312142527,-11.795
312146134,2.256
312150654,-2.667
312153388,-2.667
312154400,-16.564
312158925,-9.590
312161640,-9.590
312162763,4.205
312167309,-2.410
312170919,-19.538
312175421,-12.923
312179943,6.462
312183576,-4.769
312188096,-20.769
312191728,-15.538
312196244,7.179
312200763,-3.897
312204393,-20.718
312208917,-14.359
312212527,7.282
312217022,-3.436
312221542,-20.462
312225165,-14.564
312229684,7.744
312234185,-4.615
312237815,-20.821
312242338,-11.179
312245969,8.513
312250477,-1.231
312254991,-20.872
312258623,-12.718
312263344,6.154
312266965,-1.231
312268821,-1.231
312271514,-20.872
312275143,-14.513
312279667,6.615
312284175,-2.667
312286029,-2.667
312286988,-2.667
312287946,-22.154
312292480,-14.718
312296088,7.641
312300607,-3.795
312304228,-20.615
312308744,-12.513
312313264,6.205
312316896,-4.872
312321415,-20.513
312325028,-12.872
312329533,7.282
312334054,-3.538
312337686,-20.359
312342206,-11.641
312346721,6.872
312350352,-4.513
312354874,-19.949
312358719,-8.154
312363239,7.077
312366870,-2.923
312369611,-2.923
312371435,-19.487
312375048,-11.846
312379567,6.513
312384087,-2.564
